circuit_name,deenergize_time,restoration_time,time_out_min,key_communities,hftd_tier,total_affected,residential_affected,zip_code,longitude,latitude,substn_present,total_population
HOOPA1101,2019-10-09 00:44:00,2019-10-10 12:14:00.000000000,2130.0,"HOOPA, ORLEANS, WEITCHPEC, SOMES BAR",3.0,1762.0,1405.0,95546,-123.682108918897,41.0564653893721,True,3507.0
HOPLAND1101,2019-10-09 02:56:00,2019-10-11 13:11:00.000000000,3495.0,"HOPLAND, UKIAH, LAKEPORT",2.0,1245.0,893.0,95449,-123.081121782563,38.9727931350181,True,1393.0
HORSESHOE1101,2019-10-09 00:35:00,2019-10-11 09:11:00.000000000,3396.0,"GRANITE BAY, LOOMIS",2.0,1324.0,1233.0,95746,-121.161642539358,38.7443160681004,True,23208.0
HORSESHOE1104,2019-10-09 00:31:00,2019-10-10 16:28:00.000000000,2397.0,"GRANITE BAY, ROSEVILLE",2.0,1280.0,1239.0,95746,-121.161642539358,38.7443160681004,True,23208.0
JAMESON1102,2019-10-09 00:33:00,2019-10-11 13:19:00.000000000,3646.0,"FAIRFIELD, SUISUN CITY",2.0,2240.0,2098.0,94534,-122.147877980596,38.205506433821,True,38471.0
JAMESON1103,2019-10-09 00:34:00,2019-10-10 19:04:00.000000000,2550.0,"FAIRFIELD, SUISUN CITY, VALLEJO",2.0,1287.0,1210.0,94534,-122.147877980596,38.205506433821,True,38471.0
JAMESON1105,2019-10-09 00:36:00,2019-10-11 14:46:00.000000000,3730.0,"FAIRFIELD, SUISUN CITY",2.0,2521.0,1943.0,94534,-122.147877980596,38.205506433821,True,38471.0
JANES CREEK1101,2019-10-09 00:47:00,2019-10-10 03:58:00.000000000,1631.0,"MCKINLEYVILLE, ARCATA",0.0,2172.0,1997.0,95521,-124.07234698515,40.9051378243727,True,21193.0
JANES CREEK1102,2019-10-09 00:47:00,2019-10-10 03:59:00.000000000,1632.0,ARCATA,0.0,991.0,874.0,95521,-124.07234698515,40.9051378243727,True,21193.0
JANES CREEK1103,2019-10-09 00:47:00,2019-10-10 03:55:00.000000000,1628.0,"MCKINLEYVILLE, ARCATA",0.0,3592.0,3081.0,95521,-124.07234698515,40.9051378243727,True,21193.0
JESSUP1101,2019-10-09 01:39:00,2019-10-10 20:50:00.000000000,2591.0,"ANDERSON, IGO, REDDING",3.0,1941.0,1760.0,96007,-122.327758721788,40.4617928215709,True,23670.0
JESSUP1102,2019-10-09 01:39:00,2019-10-11 09:10:00.000000000,3331.0,ANDERSON,2.0,2232.0,1941.0,96007,-122.327758721788,40.4617928215709,True,23670.0
JESSUP1103,2019-10-09 01:30:00,2019-10-11 11:24:00.000000000,3474.0,"REDDING, ANDERSON",2.0,1560.0,1409.0,96007,-122.327758721788,40.4617928215709,True,23670.0
KANAKA1101,2019-10-09 01:52:00,2019-10-12 12:57:00.000000000,4985.0,"OROVILLE, FORBESTOWN, FEATHER FALLS",3.0,609.0,552.0,95966,-121.305578305685,39.5751864763597,True,29444.0
KERN OIL1104,2019-10-10 09:59:00,2019-10-11 15:23:00.000000000,1764.0,BAKERSFIELD,0.0,180.0,160.0,93308,-119.020736061065,35.4407056097126,True,55211.0
KERN OIL1106,2019-10-10 10:06:00,2019-10-11 20:25:00.000000000,2059.0,BAKERSFIELD,2.0,12.0,1.0,93308,-119.020736061065,35.4407056097126,True,55211.0
KONOCTI1102,2019-10-09 00:31:00,2019-10-12 14:31:00.000000000,5160.0,"KELSEYVILLE, COBB, LOWER LAKE, LOCH LOMOND, MIDDLETOWN",3.0,2701.0,2340.0,95451,-122.741006289886,38.9323303616213,True,12031.0
KONOCTI1108,2019-10-09 00:31:00,2019-10-12 10:20:00.000000000,4909.0,KELSEYVILLE,2.0,1972.0,1870.0,95451,-122.741006289886,38.9323303616213,True,12031.0
LAKEVIEW1106,2019-10-10 10:13:00,2019-10-11 15:23:00.000000000,1750.0,BAKERSFIELD,0.0,112.0,14.0,93313,-119.101122236666,35.0941444348373,True,57200.0
LAKEVILLE1102,2019-10-09 02:43:00,2019-10-10 18:22:00.000000000,2379.0,PETALUMA,3.0,1333.0,1144.0,94954,-122.581645402139,38.2509556670473,True,39018.0
LAKEWOOD2107,2019-10-09 22:50:00,2019-10-10 18:13:00.000000000,1163.0,"WALNUT CREEK, LAFAYETTE, PLEASANT HILL",2.0,3443.0,3263.0,94597,-122.057334857148,37.9084101292426,True,23263.0
LAMONT1102,2019-10-10 10:38:00,2019-10-11 18:14:00.000000000,1896.0,BAKERSFIELD,2.0,5.0,0.0,93307,-118.861432427075,35.296774246433,True,86273.0
LAS POSITAS2108,2019-10-09 23:09:00,2019-10-10 19:09:00.000000000,1200.0,LIVERMORE,2.0,49.0,15.0,94551,-121.733244469123,37.7008242328294,True,48151.0
LINCOLN1104,2019-10-09 00:41:00,2019-10-11 12:49:00.000000000,3608.0,"LINCOLN, SHERIDAN",2.0,1240.0,1048.0,91504,-118.344078762827,34.1990149756932,True,27975.0
LOGAN CREEK2102,2019-10-09 00:20:00,2019-10-11 09:53:00.000000000,3453.0,"ORLAND, WILLOWS, ARTOIS",2.0,1369.0,750.0,95988,-122.263050854464,39.5395111907149,True,8460.0
LOS GATOS1106,2019-10-09 23:27:00,2019-10-10 22:07:00.000000000,1360.0,"LOS GATOS, REDWOOD ESTATES",3.0,1576.0,1383.0,95030,-121.977352160241,37.2264398115489,True,13631.0
LOS GATOS1107,2019-10-09 23:05:00,2019-10-11 15:59:00.000000000,2454.0,LOS GATOS,3.0,2146.0,1932.0,95030,-121.977352160241,37.2264398115489,True,13631.0
LOS MOLINOS1101,2019-10-09 00:34:00,2019-10-10 22:28:00.000000000,2754.0,"LOS MOLINOS, RED BLUFF",2.0,972.0,819.0,96055,-122.096117770772,40.0341998795766,True,4194.0
LOS MOLINOS1102,2019-10-09 00:36:00,2019-10-10 20:17:00.000000000,2621.0,"LOS MOLINOS, VINA, TEHAMA",0.0,1114.0,907.0,96055,-122.096117770772,40.0341998795766,True,4194.0
LOW GAP1101,2019-10-09 01:55:00,2019-10-10 02:11:00.000000000,1456.0,"BRIDGEVILLE, MAD RIVER, RUTH, ZENIA",2.0,693.0,582.0,95526,-123.472691142014,40.4332491275695,True,210.0
LUCERNE1103,2019-10-09 01:07:00,2019-10-11 17:02:00.000000000,3835.0,"NICE, UPPER LAKE, LAKEPORT",2.0,2108.0,1890.0,95464,-122.812838170234,39.1103868560324,True,2715.0
LUCERNE1106,2019-10-09 01:41:00,2019-10-11 17:36:00.000000000,3835.0,"LUCERNE, KELSEYVILLE, GLENHAVEN",2.0,3039.0,2824.0,95464,-122.812838170234,39.1103868560324,True,2715.0
MADISON1105,2019-10-09 00:48:00,2019-10-10 16:57:00.000000000,2409.0,"MADISON, ESPARTO, WINTERS, WOODLAND",2.0,538.0,297.0,95653,-121.969346981372,38.670686014266,True,502.0
MADISON2101,2019-10-09 00:50:00,2019-10-10 18:29:00.000000000,2499.0,"ESPARTO, GUINDA, CAPAY, BROOKS, RUMSEY",2.0,1943.0,1408.0,95653,-121.969346981372,38.670686014266,True,502.0
MAPLE CREEK1101,2019-10-09 00:45:00,2019-10-10 04:49:00.000000000,1684.0,"KNEELAND, KORBEL",2.0,139.0,95.0,95550,-123.873700206482,40.7678991070624,True,172.0
MARTELL1101,2019-10-09 00:27:00,2019-10-11 17:07:00.000000000,3880.0,"SUTTER CREEK, VOLCANO",2.0,2234.0,1898.0,95642,-120.796754021794,38.3691079933144,True,6547.0
MARTELL1102,2019-10-09 00:27:00,2019-10-11 13:30:00.000000000,3663.0,"JACKSON, MARTELL, SUTTER CREEK",2.0,1217.0,974.0,95642,-120.796754021794,38.3691079933144,True,6547.0
MAXWELL1105,2019-10-09 01:06:00,2019-10-10 18:26:00.000000000,2480.0,"SITES, MAXWELL",2.0,43.0,28.0,95955,-122.153288873796,39.2769599631538,True,1513.0
MC KEE1107,2019-10-09 23:13:00,2019-10-10 18:25:00.000000000,1152.0,SAN JOSE,2.0,3957.0,3806.0,95116,-121.843352474695,37.3662534085359,True,54758.0
MC KEE1108,2019-10-09 23:40:00,2019-10-10 17:15:00.000000000,1055.0,SAN JOSE,2.0,26.0,25.0,95116,-121.843352474695,37.3662534085359,True,54758.0
MC KEE1111,2019-10-09 22:57:00,2019-10-11 11:45:00.000000000,2208.0,SAN JOSE,2.0,139.0,131.0,95116,-121.843352474695,37.3662534085359,True,54758.0
MENLO1102,2019-10-09 22:42:00,2019-10-11 13:07:00.000000000,2305.0,"PORTOLA VALLEY, WOODSIDE, REDWOOD CITY, LA HONDA",2.0,497.0,447.0,94025,-122.202758317955,37.4328083318284,True,43996.0
MENLO1103,2019-10-09 22:51:00,2019-10-12 12:25:00.000000000,3694.0,"LA HONDA, LOS GATOS",2.0,301.0,232.0,94025,-122.202758317955,37.4328083318284,True,43996.0
MERCED FALLS1102,2019-10-09 15:32:00,2019-10-11 11:15:00.000000000,2623.0,"LA GRANGE, COULTERVILLE, SNELLING, MOCCASIN",2.0,1627.0,1485.0,95369,-120.330344526208,37.5231917383836,True,978.0
MIDDLETOWN1101,2019-10-09 00:31:00,2019-10-12 11:17:00.000000000,4966.0,"MIDDLETOWN, COBB, KELSEYVILLE, CALISTOGA, LOCH LOMOND",3.0,1905.0,1598.0,95461,-122.608722488845,38.7529172124159,True,2714.0
MIDDLETOWN1102,2019-10-09 00:31:00,2019-10-11 16:24:00.000000000,3833.0,"HIDDEN VALLEY LAKE, MIDDLETOWN",3.0,2298.0,2080.0,95461,-122.608722488845,38.7529172124159,True,2714.0
MIDDLETOWN1103,2019-10-09 00:31:00,2019-10-12 07:44:00.000000000,4753.0,MIDDLETOWN,3.0,145.0,97.0,95461,-122.608722488845,38.7529172124159,True,2714.0
MILPITAS1105,2019-10-09 23:08:00,2019-10-11 20:00:00.000000000,2692.0,MILPITAS,2.0,3.0,2.0,95035,-121.888372600434,37.4153824857083,True,75367.0
MILPITAS1108,2019-10-10 00:05:00,2019-10-10 19:34:00.000000000,1169.0,SAN JOSE,2.0,3.0,3.0,95035,-121.888372600434,37.4153824857083,True,75367.0
MILPITAS1109,2019-10-10 00:24:00,2019-10-11 14:35:00.000000000,2291.0,"MILPITAS, SAN JOSE, SUNOL",2.0,310.0,234.0,95035,-121.888372600434,37.4153824857083,True,75367.0
MONTICELLO1101,2019-10-09 00:35:00,2019-10-11 14:46:00.000000000,3731.0,"NAPA, LAKE BERRYESSA, SUISUN CITY",2.0,1331.0,1094.0,94558,-122.214463638288,38.5085165894211,True,66854.0
MORAGA1101,2019-10-09 22:50:00,2019-10-11 09:44:00.000000000,2094.0,ORINDA,3.0,1191.0,1022.0,94563,-122.160831854805,37.8477639291833,True,19351.0
MORAGA1102,2019-10-09 22:51:00,2019-10-11 09:24:00.000000000,2073.0,ORINDA,3.0,842.0,597.0,94563,-122.160831854805,37.8477639291833,True,19351.0
MORAGA1103,2019-10-09 22:52:00,2019-10-10 16:38:00.000000000,1066.0,"MORAGA, ORINDA",3.0,2888.0,2762.0,94563,-122.160831854805,37.8477639291833,True,19351.0
MORAGA1104,2019-10-09 22:53:00,2019-10-10 19:23:00.000000000,1230.0,"ORINDA, LAFAYETTE, MORAGA",3.0,1760.0,1622.0,94563,-122.160831854805,37.8477639291833,True,19351.0
MORAGA1105,2019-10-09 22:55:00,2019-10-10 19:24:00.000000000,1229.0,"MORAGA, CANYON",3.0,1884.0,1730.0,94563,-122.160831854805,37.8477639291833,True,19351.0
MORGAN HILL2104,2019-10-09 23:27:00,2019-10-10 18:38:00.000000000,1151.0,MORGAN HILL,2.0,3758.0,3422.0,95037,-121.658903031335,37.1267005619504,True,51968.0
MORGAN HILL2111,2019-10-09 22:42:00,2019-10-11 12:34:00.000000000,2272.0,"MORGAN HILL, SAN JOSE",3.0,2609.0,2223.0,95037,-121.658903031335,37.1267005619504,True,51968.0
NAPA1102,2019-10-09 00:29:00,2019-10-11 12:50:00.000000000,3621.0,NAPA,2.0,3715.0,3443.0,94559,-122.278915047906,38.2954518695612,True,27564.0
NAPA1112,2019-10-09 00:33:00,2019-10-11 15:12:00.000000000,3759.0,NAPA,2.0,2748.0,2558.0,94559,-122.278915047906,38.2954518695612,True,27564.0
NARROWS2101,2019-10-09 03:44:00,2019-10-11 14:39:00.000000000,3535.0,"BROWNS VALLEY, SMARTVILLE",2.0,504.0,455.0,95977,-121.268631468302,39.2351286694622,True,1586.0
NARROWS2102,2019-10-09 03:49:00,2019-10-11 17:42:00.000000000,3713.0,"PENN VALLEY, NEVADA CITY, SMARTVILLE",2.0,3387.0,3238.0,95977,-121.268631468302,39.2351286694622,True,1586.0
NARROWS2105,2019-10-09 02:40:00,2019-10-11 15:47:00.000000000,3667.0,"PENN VALLEY, ROUGH AND READY, SMARTVILLE, GRASS VALLEY",2.0,3903.0,3495.0,95977,-121.268631468302,39.2351286694622,True,1586.0
NEWBURG1131,2019-10-09 01:12:00,2019-10-10 01:24:00.000000000,1452.0,"FORTUNA, ALTON, HYDESVILLE",2.0,2583.0,2309.0,95540,-124.135207206331,40.5945929815603,True,14316.0
NEWBURG1133,2019-10-09 01:12:00,2019-10-10 00:29:00.000000000,1397.0,FORTUNA,2.0,501.0,459.0,95540,-124.135207206331,40.5945929815603,True,14316.0
NOTRE DAME1103,2019-10-09 00:14:00,2019-10-09 14:30:00.000000000,856.0,CHICO,2.0,12.0,11.0,95928,-121.796365024541,39.73015382806,True,38655.0
NOTRE DAME1104,2019-10-09 00:47:00,2019-10-11 10:07:00.000000000,3440.0,"CHICO, FOREST RANCH",3.0,2265.0,2116.0,95928,-121.796365024541,39.73015382806,True,38655.0
OLETA1101,2019-10-09 00:18:00,2019-10-11 15:20:00.000000000,3782.0,"PLYMOUTH, SUTTER CREEK, AMADOR CITY, DRYTOWN, IONE",3.0,1628.0,1303.0,95669,-120.844943633836,38.480764254906,True,4899.0
OLETA1102,2019-10-09 00:25:00,2019-10-12 10:00:00.000000000,4895.0,"PLYMOUTH, FIDDLETOWN, RIVER PINES",3.0,1056.0,782.0,95669,-120.844943633836,38.480764254906,True,4899.0
OREGON TRAIL1102,2019-10-09 01:19:00,2019-10-11 17:36:00.000000000,3857.0,"REDDING, SHASTA LAKE",2.0,850.0,781.0,96003,-122.322060242415,40.619045588007,True,44171.0
OREGON TRAIL1103,2019-10-09 01:39:00,2019-10-11 11:32:00.000000000,3473.0,"REDDING, BELLA VISTA",2.0,1706.0,1599.0,96003,-122.322060242415,40.619045588007,True,44171.0
OREGON TRAIL1104,2019-10-09 01:39:00,2019-10-11 17:05:00.000000000,3806.0,"REDDING, PALO CEDRO",2.0,958.0,848.0,96003,-122.322060242415,40.619045588007,True,44171.0
ORICK1101,2019-10-09 00:49:00,2019-10-10 03:45:00.000000000,1616.0,ORICK,0.0,84.0,59.0,95555,-124.056871381283,41.2942870880898,True,390.0
ORICK1102,2019-10-09 00:49:00,2019-10-10 03:47:00.000000000,1618.0,"ORICK, TRINIDAD",0.0,247.0,168.0,95555,-124.056871381283,41.2942870880898,True,390.0
ORINDA0401,2019-10-09 22:50:00,2019-10-10 20:52:00.000000000,1322.0,ORINDA,3.0,289.0,277.0,94563,-122.193470649301,37.8836041765006,True,19351.0
ORINDA0402,2019-10-09 22:50:00,2019-10-10 20:02:00.000000000,1272.0,ORINDA,3.0,449.0,432.0,94563,-122.193470649301,37.8836041765006,True,19351.0
ORO FINO1101,2019-10-09 02:10:00,2019-10-11 15:07:00.000000000,3657.0,MAGALIA,3.0,2277.0,2204.0,95954,-121.610785061424,39.8715625311378,True,12221.0
ORO FINO1102,2019-10-09 02:10:00,2019-10-11 17:48:00.000000000,3818.0,"FOREST RANCH, MAGALIA, BUTTE MEADOWS, STIRLING CITY",3.0,1949.0,1814.0,95954,-121.610785061424,39.8715625311378,True,12221.0
OROVILLE1104,2019-10-09 00:21:00,2019-10-09 05:19:00.000000000,298.0,OROVILLE,0.0,57.0,40.0,95965,-121.560155017326,39.503997949522,True,20681.0
PANORAMA1102,2019-10-09 00:16:00,2019-10-11 18:07:00.000000000,3951.0,ANDERSON,2.0,212.0,162.0,96007,-122.267922974427,40.4343679017283,True,23670.0
PARADISE1103,2019-10-09 01:59:00,2019-10-11 14:03:00.000000000,3604.0,PARADISE,3.0,839.0,598.0,95969,-121.61873043547,39.7606629529058,True,19112.0
PARADISE1104,2019-10-09 01:59:00,2019-10-11 14:13:00.000000000,3614.0,PARADISE,3.0,792.0,653.0,95969,-121.61873043547,39.7606629529058,True,19112.0
PARADISE1105,2019-10-09 01:59:00,2019-10-11 14:31:00.000000000,3632.0,"MAGALIA, PARADISE",3.0,1020.0,797.0,95969,-121.61873043547,39.7606629529058,True,19112.0
PARADISE1106,2019-10-09 01:59:00,2019-10-11 11:16:00.000000000,3437.0,PARADISE,3.0,289.0,229.0,95969,-121.61873043547,39.7606629529058,True,19112.0
PAUL SWEET2105,2019-10-09 23:12:00,2019-10-11 10:46:00.000000000,2134.0,SANTA CRUZ,3.0,218.0,214.0,95065,-121.982179296619,36.9923227308571,True,8164.0
PAUL SWEET2106,2019-10-09 23:18:00,2019-10-10 19:51:00.000000000,1233.0,"SOQUEL, CAPITOLA, SANTA CRUZ",3.0,3153.0,2741.0,95065,-121.982179296619,36.9923227308571,True,8164.0
PAUL SWEET2107,2019-10-09 23:00:00,2019-10-10 16:50:00.000000000,1070.0,SANTA CRUZ,3.0,19.0,2.0,95065,-121.982179296619,36.9923227308571,True,8164.0
PEABODY2106,2019-10-09 00:09:00,2019-10-11 08:36:00.000000000,3387.0,"FAIRFIELD, VACAVILLE",2.0,2910.0,2848.0,94533,-121.970706101759,38.2854641118733,True,78695.0
PEABODY2108,2019-10-09 00:10:00,2019-10-10 18:06:00.000000000,2516.0,FAIRFIELD,2.0,3906.0,3727.0,94533,-121.970706101759,38.2854641118733,True,78695.0
PEABODY2113,2019-10-09 00:13:00,2019-10-11 09:51:00.000000000,3458.0,"FAIRFIELD, SUISUN CITY",2.0,5447.0,5113.0,94533,-121.970706101759,38.2854641118733,True,78695.0
PENNGROVE1101,2019-10-09 00:30:00,2019-10-11 16:52:00.000000000,3862.0,"PENNGROVE, ROHNERT PARK, COTATI, PETALUMA, SANTA ROSA",2.0,2068.0,1896.0,94928,-122.681131482639,38.315508557264,True,43908.0
PENRYN1103,2019-10-09 00:10:00,2019-10-12 09:39:00.000000000,4889.0,"NEWCASTLE, PENRYN, AUBURN, LOOMIS, PILOT HILL",2.0,1460.0,1377.0,95663,-121.166560410282,38.844504119716,True,2787.0
PENRYN1105,2019-10-09 00:17:00,2019-10-11 17:50:00.000000000,3933.0,"PENRYN, NEWCASTLE, LOOMIS, LINCOLN",2.0,1890.0,1672.0,95663,-121.166560410282,38.844504119716,True,2787.0
PENRYN1106,2019-10-09 00:20:00,2019-10-11 16:40:00.000000000,3860.0,"LOOMIS, PENRYN",2.0,2132.0,1604.0,95663,-121.166560410282,38.844504119716,True,2787.0
PENRYN1107,2019-10-09 00:10:00,2019-10-11 14:57:00.000000000,3767.0,"LOOMIS, PENRYN, GRANITE BAY, NEWCASTLE",2.0,2145.0,1986.0,95663,-121.166560410282,38.844504119716,True,2787.0
PHILO1101,2019-10-09 00:31:00,2019-10-10 18:49:00.000000000,2538.0,YORKVILLE,2.0,1.0,1.0,95466,-123.437928143166,39.0639827362873,True,943.0
PIERCY2110,2019-10-09 23:53:00,2019-10-10 17:32:00.000000000,1059.0,SAN JOSE,2.0,3030.0,2909.0,95138,-121.787246238598,37.2690951574954,True,20597.0
PIKE CITY1101,2019-10-09 02:24:00,2019-10-11 17:40:00.000000000,3796.0,"CAMPTONVILLE, NORTH SAN JUAN",3.0,392.0,346.0,95960,-120.996098746746,39.4381061051293,True,592.0
PIKE CITY1102,2019-10-09 02:24:00,2019-10-12 10:15:00.000000000,4791.0,CAMPTONVILLE,3.0,24.0,15.0,95960,-120.996098746746,39.4381061051293,True,592.0
PINE GROVE1101,2019-10-09 00:31:00,2019-10-11 17:18:00.000000000,3887.0,"PINE GROVE, JACKSON, SUTTER CREEK",2.0,1336.0,1182.0,95665,-120.660233944587,38.4127977031006,True,3729.0
PINE GROVE1102,2019-10-09 00:32:00,2019-10-12 16:37:00.000000000,5285.0,"PIONEER, PINE GROVE, VOLCANO, FIDDLETOWN, SUTTER CREEK",3.0,4239.0,3813.0,95665,-120.660233944587,38.4127977031006,True,3729.0
PIT NO.51101,2019-10-09 00:16:00,2019-10-12 12:42:00.000000000,5066.0,BIG BEND,2.0,112.0,80.0,96028,-121.497791620168,40.9910349635489,True,1000.0
PLACER1101,2019-10-09 00:44:00,2019-10-10 16:51:00.000000000,2407.0,AUBURN,2.0,1082.0,815.0,95603,-121.087858489558,38.901255223939,True,29930.0
PLACER1102,2019-10-09 00:33:00,2019-10-10 16:57:00.000000000,2424.0,AUBURN,2.0,38.0,35.0,95603,-121.087858489558,38.901255223939,True,29930.0
PLACER1104,2019-10-09 00:25:00,2019-10-10 16:16:00.000000000,2391.0,AUBURN,2.0,2045.0,1538.0,95603,-121.087858489558,38.901255223939,True,29930.0
PLACERVILLE1109,2019-10-09 03:35:00,2019-10-11 17:09:00.000000000,3694.0,PLACERVILLE,2.0,572.0,420.0,95667,-120.783838608274,38.7308986421241,True,35452.0
PLACERVILLE1110,2019-10-09 03:35:00,2019-10-11 11:19:00.000000000,3344.0,PLACERVILLE,3.0,1574.0,1309.0,95667,-120.783838608274,38.7308986421241,True,35452.0
PLACERVILLE1111,2019-10-09 03:35:00,2019-10-10 17:50:00.000000000,2295.0,PLACERVILLE,2.0,1061.0,788.0,95667,-120.783838608274,38.7308986421241,True,35452.0
PLACERVILLE1112,2019-10-09 03:35:00,2019-10-10 18:27:00.000000000,2332.0,PLACERVILLE,2.0,2049.0,1683.0,95667,-120.783838608274,38.7308986421241,True,35452.0
PLACERVILLE2106,2019-10-09 03:35:00,2019-10-12 11:49:00.000000000,4814.0,"PLACERVILLE, GARDEN VALLEY, GEORGETOWN, KELSEY, COLOMA",3.0,5142.0,4758.0,95667,-120.783838608274,38.7308986421241,True,35452.0
POINT MORETTI1101,2019-10-09 22:49:00,2019-10-11 11:25:00.000000000,2196.0,"SANTA CRUZ, DAVENPORT",3.0,1071.0,943.0,95017,-122.188173320803,37.0310684775836,True,831.0
POTTER VALLEY P H1104,2019-10-09 02:26:00,2019-10-11 08:59:00.000000000,3273.0,POTTER VALLEY,3.0,296.0,234.0,95469,-123.127840747684,39.3619652807244,True,1499.0
POTTER VALLEY P H1105,2019-10-09 02:26:00,2019-10-11 16:37:00.000000000,3731.0,"POTTER VALLEY, UKIAH, UPPER LAKE",3.0,778.0,640.0,95469,-123.127840747684,39.3619652807244,True,1499.0
PUEBLO1104,2019-10-09 00:50:00,2019-10-11 10:29:00.000000000,3459.0,NAPA,2.0,1926.0,1707.0,94558,-122.299453436491,38.345219808788,True,66854.0
PUEBLO2101,2019-10-09 00:40:00,2019-10-10 19:21:00.000000000,2561.0,NAPA,0.0,25.0,25.0,94558,-122.299453436491,38.345219808788,True,66854.0
PUEBLO2102,2019-10-09 00:25:00,2019-10-11 14:47:00.000000000,3742.0,"NAPA, OAKVILLE, YOUNTVILLE",3.0,382.0,234.0,94558,-122.299453436491,38.345219808788,True,66854.0
PUEBLO2103,2019-10-09 00:40:00,2019-10-11 12:50:00.000000000,3610.0,NAPA,3.0,4605.0,4277.0,94558,-122.299453436491,38.345219808788,True,66854.0
PUTAH CREEK1102,2019-10-09 00:34:00,2019-10-11 08:46:00.000000000,3372.0,"WINTERS, VACAVILLE",2.0,909.0,739.0,95694,-121.995080945512,38.5228267541182,True,10549.0
PUTAH CREEK1103,2019-10-09 00:37:00,2019-10-10 18:36:00.000000000,2519.0,WINTERS,2.0,1993.0,1755.0,95694,-121.995080945512,38.5228267541182,True,10549.0
PUTAH CREEK1105,2019-10-09 00:40:00,2019-10-10 18:33:00.000000000,2513.0,"WINTERS, DAVIS, WOODLAND",2.0,869.0,585.0,95694,-121.995080945512,38.5228267541182,True,10549.0
RACETRACK SUB1703,2019-10-09 15:28:00,2019-10-10 17:45:00.000000000,1577.0,"SONORA, COLUMBIA",3.0,3420.0,2890.0,95370,-120.414178058958,37.9799107909623,True,28301.0
RACETRACK SUB1704,2019-10-09 15:30:00,2019-10-11 17:55:00.000000000,3025.0,"SONORA, JAMESTOWN",2.0,664.0,621.0,95370,-120.414178058958,37.9799107909623,True,28301.0
RED BLUFF1101,2019-10-09 00:38:00,2019-10-11 10:41:00.000000000,3483.0,RED BLUFF,2.0,1560.0,1456.0,96080,-122.244617745567,40.1823866166108,True,31009.0
RED BLUFF1102,2019-10-09 00:38:00,2019-10-10 20:58:00.000000000,2660.0,RED BLUFF,0.0,394.0,207.0,96080,-122.244617745567,40.1823866166108,True,31009.0
RED BLUFF1103,2019-10-09 00:38:00,2019-10-11 12:08:00.000000000,3570.0,RED BLUFF,2.0,2641.0,2364.0,96080,-122.244617745567,40.1823866166108,True,31009.0
RED BLUFF1104,2019-10-09 00:38:00,2019-10-11 13:19:00.000000000,3641.0,"RED BLUFF, COTTONWOOD",2.0,1492.0,1336.0,96080,-122.244617745567,40.1823866166108,True,31009.0
RED BLUFF1105,2019-10-09 00:38:00,2019-10-11 14:19:00.000000000,3701.0,RED BLUFF,2.0,1847.0,1546.0,96080,-122.244617745567,40.1823866166108,True,31009.0
REDBUD1101,2019-10-09 01:15:00,2019-10-12 06:12:00.000000000,4617.0,"CLEARLAKE OAKS, GLENHAVEN",3.0,1957.0,1783.0,95423,-122.662383260156,39.0275350391145,True,3597.0
REDBUD1102,2019-10-09 01:15:00,2019-10-11 17:53:00.000000000,3878.0,"CLEARLAKE, CLEARLAKE OAKS, CLEARLAKE PARK",3.0,3190.0,3007.0,95423,-122.662383260156,39.0275350391145,True,3597.0
RIDGE0401,2019-10-09 22:49:00,2019-10-10 17:29:00.000000000,1120.0,BERKELEY,2.0,401.0,395.0,94708,-122.255105730169,37.8849824719445,True,11899.0
RINCON1102,2019-10-09 02:05:00,2019-10-10 21:56:00.000000000,2631.0,SANTA ROSA,3.0,4574.0,4351.0,92082,-116.958652781094,33.2858527747877,True,19636.0
RINCON1103,2019-10-09 02:26:00,2019-10-11 12:32:00.000000000,3486.0,SANTA ROSA,3.0,2014.0,1913.0,92082,-116.958652781094,33.2858527747877,True,19636.0
RINCON1104,2019-10-09 02:15:00,2019-10-11 11:51:00.000000000,3456.0,SANTA ROSA,3.0,4016.0,3737.0,92082,-116.958652781094,33.2858527747877,True,19636.0
RIO DEL MAR0401,2019-10-09 23:20:00,2019-10-10 18:16:00.000000000,1136.0,APTOS,2.0,1028.0,982.0,95003,-121.894299261133,36.97546947545,True,25230.0
RIO DELL1101,2019-10-09 01:04:00,2019-10-10 04:14:00.000000000,1630.0,"RIO DELL, FORTUNA",0.0,1015.0,892.0,95562,-124.099268059257,40.4953898181704,True,3412.0
RIO DELL1102,2019-10-09 01:04:00,2019-10-10 05:45:00.000000000,1721.0,"RIO DELL, SCOTIA, REDCREST, HONEYDEW",2.0,1324.0,1092.0,95562,-124.099268059257,40.4953898181704,True,3412.0
ROB ROY2104,2019-10-09 23:26:00,2019-10-11 17:25:00.000000000,2519.0,"WATSONVILLE, APTOS, FREEDOM",3.0,3548.0,3189.0,95003,-121.867249638416,36.9792270971896,True,25230.0
ROB ROY2105,2019-10-09 23:20:00,2019-10-11 13:12:00.000000000,2272.0,"APTOS, WATSONVILLE",3.0,7016.0,6352.0,95003,-121.867249638416,36.9792270971896,True,25230.0
ROSSMOOR1106,2019-10-09 22:46:00,2019-10-10 17:15:00.000000000,1109.0,LAFAYETTE,3.0,2804.0,2566.0,94549,-122.080323275875,37.8646542162563,True,29344.0
