Circuit Name,HFTD Tier(s),De-Energization Date and Time (PDT),Counties,Restoration Date and Time (PDT)
"ESTUDILLO
0401*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 21:56,SAN LEANDRO,10/28/2019 10:03
FAIRHAVEN 1103,NON-HFTD,10/26/2019 22:30,"ARCATA,
MANILA, SAMOA",10/28/2019 15:27
FAIRHAVEN 1104,NON-HFTD,10/26/2019 22:30,SAMOA,10/28/2019 15:27
"FAIRMONT
0401*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 22:25,EL CERRITO,10/28/2019 15:40
FAIRVIEW 2207*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 21:47,"CROCKETT,
MARTINEZ,
PORT COSTA",10/28/2019 16:10
FELTON 0401,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:39,"FELTON, BEN
LOMOND",10/28/2019 18:44
"FITCH
MOUNTAIN 11112","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 19:50,"HEALDSBURG,
WINDSOR",11/5/19 13:17
"FITCH
MOUNTAIN 11132","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 19:50,HEALDSBURG,11/4/19 11:56
FLINT 1101*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:17,AUBURN,10/30/2019 09:42
FLORENCE 0401,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 21:21,"OAKLAND,
PIEDMONT",10/28/2019 19:58
"FORESTHILL
1101","TIER 3, TIER 2",10/26/2019 18:55,FORESTHILL,10/30/2019 17:21
"FORESTHILL
1102","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 18:55,FORESTHILL,10/30/2019 13:08
"FORT BRAGG
STA A 1101","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:44,"FORT BRAGG,
WESTPORT",10/31/2019 01:21
"FORT BRAGG
STA A 1102","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:44,FORT BRAGG,10/31/2019 09:02
"FORT BRAGG
STA A 1103","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:44,FORT BRAGG,10/31/2019 02:49
"FORT BRAGG
STA A 1104","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:44,FORT BRAGG,10/30/2019 18:36
FORT ROSS 1121,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 19:50,"CAZADERO,
JENNER",11/1/19 11:14
"FORT SEWARD
1121","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 21:55,"ALDERPOINT,
ZENIA",10/29/2019 16:21
"FORT SEWARD
1122","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 21:55,"BLOCKSBURG,
ALDERPOINT,
GARBERVILLE",10/29/2019 13:55
FRANKLIN 1101*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:17,CROCKETT,10/28/2019 15:04
FRANKLIN 1102,NON-HFTD,10/26/2019 20:34,PINOLE,10/28/2019 13:18
FRANKLIN 1104*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:05,"CROCKETT,
RODEO",10/28/2019 14:39
FREMONT 1104*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:11,FREMONT,10/28/2019 09:28
"FRENCH GULCH
1101",TIER 2,10/26/2019 18:54,FRENCH GULCH,10/30/2019 16:33
"FRENCH GULCH
1102","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 18:54,WHISKEYTOWN,10/30/2019 16:25
FROGTOWN 1701,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/27/2019 00:09,"MURPHYS,
DOUGLAS FLAT,
ANGELS CAMP,
SHEEP RANCH,
AVERY",10/30/2019 15:38
FROGTOWN 1702,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/27/2019 00:14,"ANGELS CAMP,
COPPEROPOLIS,
VALLECITO,
MURPHYS, SAN
ANDREAS",10/29/2019 15:48
FRUITLAND 1141,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 21:55,"WEOTT, MYERS
FLAT,
REDCREST",10/28/2019 21:28
FRUITLAND 1142,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 21:55,"MIRANDA,
MYERS FLAT,
PHILLIPSVILLE",10/29/2019 17:49
FULTON 1102*3,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:05,"WINDSOR,
SANTA ROSA,
HEALDSBURG",11/8/19 17:00
FULTON 1104*,TIER 2,10/26/2019 19:50,WINDSOR,10/30/2019 17:14
FULTON 1107*3,"TIER 3,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:23,SANTA ROSA,11/6/19 13:43
GABILAN 1101*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:13,SALINAS,10/28/2019 11:48
"GARBERVILLE
1101","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 21:53,"GARBERVILLE,
LEGGETT,
PIERCY,
WESTPORT",10/29/2019 17:16
"GARBERVILLE
1102","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 21:53,"REDWAY,
PETROLIA,
WHITETHORN,
GARBERVILLE,
HONEYDEW,
PHILLIPSVILLE",10/28/2019 16:25
"GARBERVILLE
1103","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 21:53,GARBERVILLE,10/28/2019 16:34
GARCIA 0401,TIER 2,10/26/2019 17:44,POINT ARENA,10/31/2019 06:27
GERBER 1101,NON-HFTD,10/26/2019 18:02,"GERBER,
TEHAMA,
CORNING",10/28/2019 13:14
GERBER 1102,NON-HFTD,10/26/2019 18:02,"GERBER, RED
BLUFF,
PROBERTA",10/28/2019 13:25
"GEYSERVILLE
1101","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:17,"GEYSERVILLE,
HEALDSBURG,
CLOVERDALE,
ANNAPOLIS",10/31/2019 19:12
"GEYSERVILLE
1102","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:40,"GEYSERVILLE,
HEALDSBURG",10/31/2019 17:11
GIRVAN 1101,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:00,"REDDING, IGO,
ANDERSON,
COTTONWOOD",10/30/2019 16:26
GIRVAN 1102*,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:01,REDDING,10/30/2019 13:45
GLENN 1101*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:07,ORLAND,10/28/2019 19:09
GONZALES 1101,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 22:16,GONZALES,10/28/2019 14:16
GONZALES 1102,NON-HFTD,10/26/2019 22:16,GONZALES,10/28/2019 14:25
GONZALES 1103,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 22:16,"GONZALES,
SALINAS",10/28/2019 14:43
GONZALES 1104,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 22:16,"CHUALAR,
GONZALES,
SALINAS",10/28/2019 14:03
"GRASS VALLEY
1101","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 18:41,GRASS VALLEY,10/31/2019 14:11
"GRASS VALLEY
1103","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 18:41,"GRASS VALLEY,
PENN VALLEY",10/30/2019 12:51
"GREEN VALLEY
2101*","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:14,WATSONVILLE,10/30/2019 09:08
"GREENBRAE
1101",NON-HFTD,10/26/2019 21:11,"CORTE MADERA,
LARKSPUR,
GREENBRAE",10/28/2019 16:34
"GREENBRAE
1102","TIER 3,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:25,"LARKSPUR,
GREENBRAE,
KENTFIELD",10/28/2019 17:48
"GREENBRAE
1103","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:25,"LARKSPUR,
CORTE MADERA,
GREENBRAE,
KENTFIELD",10/28/2019 15:16
"GREENBRAE
1104","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:25,"CORTE MADERA,
TIBURON",10/29/2019 18:15
GUALALA 1111,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:44,"THE SEA
RANCH,
GUALALA,
STEWARTS
POINT",10/30/2019 16:12
GUALALA 1112,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:44,"GUALALA,
POINT ARENA",10/30/2019 13:24
"HALF MOON
BAY 1101","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:04,"EL GRANADA,
HALF MOON
BAY, MOSS
BEACH,
WOODSIDE, SAN
MATEO",10/28/2019 16:38
"HALF MOON
BAY 1102","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:02,"HALF MOON
BAY, MONTARA,
EL GRANADA,
MOSS BEACH",10/28/2019 16:33
"HALF MOON
BAY 1103","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:02,"HALF MOON
BAY,
PESCADERO, LA
HONDA, SAN
GREGORIO,
LOMA MAR,
WOODSIDE",10/30/2019 16:47
HALSEY 1101,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 19:55,"MEADOW VISTA,
AUBURN",10/30/2019 12:18
HALSEY 1102,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 19:55,"AUBURN,
APPLEGATE,
MEADOW VISTA,
COLFAX",10/31/2019 09:32
HARRIS 1108,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 22:51,EUREKA,10/28/2019 11:18
HARRIS 1109,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 22:51,EUREKA,10/28/2019 11:19
HARTLEY 1101,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:44,LAKEPORT,10/30/2019 17:20
HARTLEY 1102,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:44,LAKEPORT,10/30/2019 17:28
HICKS 1116*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:07,"LOS GATOS, SAN
JOSE",10/28/2019 16:41
HICKS 2101,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:20,SAN JOSE,10/29/2019 15:18
HICKS 2103*,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:15,LOS GATOS,10/29/2019 14:18
HIGGINS 1103,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:01,"GRASS VALLEY,
AUBURN",10/30/2019 15:28
HIGGINS 1104,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:05,GRASS VALLEY,10/30/2019 13:00
HIGGINS 1107,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:09,"AUBURN, GRASS
VALLEY",10/30/2019 09:43
HIGGINS 1109,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:12,"GRASS VALLEY,
AUBURN",10/31/2019 14:02
HIGGINS 1110,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:14,"AUBURN, GRASS
VALLEY",10/30/2019 13:26
"HIGHLANDS
1102","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 19:39,"CLEARLAKE,
CLEARLAKE
OAKS",10/30/2019 17:24
"HIGHLANDS
1103","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 19:39,"LOWER LAKE,
HIDDEN VALLEY
LAKE,
CLEARLAKE,
MIDDLETOWN",10/30/2019 15:58
"HIGHLANDS
1104","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 19:39,CLEARLAKE,10/30/2019 15:29
HIGHWAY 1101,NON-HFTD,10/26/2019 20:25,"AMERICAN
CANYON,
VALLEJO",10/29/2019 15:42
HIGHWAY 1102,NON-HFTD,10/26/2019 20:25,"AMERICAN
CANYON, NAPA,
VALLEJO",10/29/2019 15:43
HIGHWAY 1103,NON-HFTD,10/26/2019 20:25,"VALLEJO,
AMERICAN
CANYON",10/29/2019 15:44
HIGHWAY 1104,NON-HFTD,10/26/2019 20:25,"VALLEJO,
AMERICAN
CANYON",10/29/2019 15:46
HIGHWAY 1105,NON-HFTD,10/26/2019 20:25,"AMERICAN
CANYON",10/29/2019 15:46
HIGHWAY 1106,NON-HFTD,10/26/2019 20:25,VALLEJO,10/29/2019 15:47
"HOLLISTER
2102*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:41,HOLLISTER,10/29/2019 10:00
"HOLLISTER
2104*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:08,HOLLISTER,10/29/2019 13:10
"HOLLISTER
2105*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:14,PAICINES,10/28/2019 15:12
"HOLLISTER
2106*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:21,HOLLISTER,10/28/2019 08:34
"HOLLYWOOD
0401*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 21:45,OAKLAND,10/28/2019 21:07
HOOPA 1101,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 22:12,"HOOPA,
ORLEANS,
WEITCHPEC,
SOMES BAR",10/28/2019 12:45
HOPLAND 1101,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:44,"HOPLAND,
UKIAH,
LAKEPORT",10/30/2019 19:58
"HORSESHOE
1101*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:20,"GRANITE BAY,
LOOMIS",10/29/2019 11:03
"HORSESHOE
1104*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:19,GRANITE BAY,10/29/2019 10:26
"HUM BAY BANK
NO. 11 1101",NON-HFTD,10/26/2019 23:54,"EUREKA, FIELDS
LANDING",10/28/2019 11:37
"HUM BAY BANK
NO. 11 1102","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 23:54,EUREKA,10/28/2019 11:36
IGNACIO 1101,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:25,NOVATO,10/28/2019 18:12
IGNACIO 1102,NON-HFTD,10/26/2019 20:25,NOVATO,10/28/2019 18:22
IGNACIO 1103,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:25,NOVATO,10/28/2019 18:01
IGNACIO 1104,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:25,"NOVATO,
SONOMA,
PETALUMA",10/28/2019 18:20
IGNACIO 1105,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:25,NOVATO,10/28/2019 19:19
"INDIAN FLAT
1104",TIER 2,10/27/2019 14:21,"EL PORTAL,
YOSEMITE
NATIONAL PARK",10/29/2019 15:50
JAMESON 1102*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:22,"FAIRFIELD,
SUISUN CITY",10/30/2019 16:40
JAMESON 1103*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:28,"FAIRFIELD,
SUISUN CITY,
VALLEJO",10/26/2019 17:38
JAMESON 1105*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:26,"FAIRFIELD,
SUISUN CITY",10/30/2019 16:21
"JANES CREEK
1101",NON-HFTD,10/26/2019 22:18,"MCKINLEYVILLE
, ARCATA",10/28/2019 13:35
"JANES CREEK
1102",NON-HFTD,10/26/2019 22:18,ARCATA,10/28/2019 13:36
"JANES CREEK
1103",NON-HFTD,10/26/2019 22:18,"MCKINLEYVILLE
, ARCATA",10/28/2019 13:39
"JANES CREEK
1104",NON-HFTD,10/26/2019 22:18,ARCATA,10/28/2019 14:07
JARVIS 1101*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 21:06,HAYWARD,10/28/2019 09:41
JARVIS 1108*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:43,HAYWARD,10/28/2019 11:05
JARVIS 1111*,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:05,FREMONT,10/28/2019 11:28
JESSUP 1101,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 19:15,"ANDERSON, IGO,
REDDING",10/31/2019 10:08
JESSUP 1102,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 19:15,ANDERSON,10/30/2019 16:56
JESSUP 1103,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 19:15,"REDDING,
ANDERSON",10/30/2019 13:01
KANAKA 1101,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:35,"OROVILLE,
FORBESTOWN,
FEATHER FALLS",10/31/2019 09:07
"KERCKHOFF
1101",TIER 2,10/27/2019 13:52,"AUBERRY, O
NEALS",10/28/2019 18:43
KERN OIL 1106*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/29/2019 21:00,BAKERSFIELD,10/30/2019 23:27
KESWICK 1101,"TIER 3, TIER 2",10/26/2019 18:49,"SHASTA,
REDDING,
WHISKEYTOWN",10/30/2019 16:04
"KIRKER SUB
2104*",TIER 2,10/26/2019 21:23,PITTSBURG,10/29/2019 17:46
KONOCTI 1102,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:53,"KELSEYVILLE,
COBB, LOWER
LAKE, LOCH
LOMOND,
MIDDLETOWN",11/1/19 11:29
KONOCTI 1108,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:53,KELSEYVILLE,10/30/2019 17:53
"LAKEVILLE
1102*","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:43,PETALUMA,10/31/2019 12:01
"LAKEWOOD
1102*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:13,LAFAYETTE,10/29/2019 10:13
"LAKEWOOD
2107*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:23,LAFAYETTE,10/29/2019 12:06
"LAKEWOOD
2109*","TIER 3,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:40,WALNUT CREEK,10/28/2019 18:19
"LAKEWOOD
2224*",TIER 3,10/26/2019 20:55,ALAMO,10/29/2019 10:28
LAMONT 1102*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/29/2019 20:56,BAKERSFIELD,10/31/2019 09:23
"LAS AROMAS
0401*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:30,ORINDA,10/29/2019 15:27
"LAS GALLINAS A
1103",NON-HFTD,10/26/2019 20:25,SAN RAFAEL,10/28/2019 17:51
"LAS GALLINAS A
1104","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:25,SAN RAFAEL,10/28/2019 17:43
"LAS GALLINAS A
1105","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:25,"SAN RAFAEL,
NICASIO",10/28/2019 19:16
"LAS GALLINAS A
1106","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:25,"SAN RAFAEL,
NOVATO",10/28/2019 18:23
"LAS GALLINAS A
1107","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:25,SAN RAFAEL,10/29/2019 10:07
"LAS POSITAS
2108*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:13,LIVERMORE,10/28/2019 14:15
"LAS PULGAS
0401*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 22:14,REDWOOD CITY,10/28/2019 09:50
"LAYTONVILLE
1101","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:44,"LAYTONVILLE,
CUMMINGS,
LEGGETT",10/30/2019 16:54
"LAYTONVILLE
1102","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:44,"LAYTONVILLE,
BRANSCOMB,
WILLITS, DOS
RIOS",10/30/2019 16:57
LINCOLN 1101*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:17,"LINCOLN,
NEWCASTLE",10/29/2019 09:48
LINCOLN 1104*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:10,LINCOLN,10/30/2019 15:58
LLAGAS 2101*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:31,GILROY,10/29/2019 16:54
LLAGAS 2104*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 22:23,GILROY,10/28/2019 13:41
LLAGAS 2105*,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 22:04,GILROY,10/28/2019 11:12
LLAGAS 2106*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 22:07,GILROY,10/28/2019 16:50
LLAGAS 2107*,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:36,GILROY,10/28/2019 17:19
"LOGAN CREEK
2102*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:01,WILLOWS,10/28/2019 15:48
"LONE TREE
2105*","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 23:33,"BRENTWOOD,
ANTIOCH",10/29/2019 16:03
LOS GATOS 1101*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:05,LOS GATOS,10/29/2019 08:42
LOS GATOS 1102*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:37,LOS GATOS,10/28/2019 14:08
LOS GATOS 1106*,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:20,"LOS GATOS,
REDWOOD
ESTATES",10/29/2019 17:52
LOS GATOS 1107*,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:50,LOS GATOS,10/29/2019 18:43
LOS GATOS 1108*,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 21:40,LOS GATOS,10/28/2019 14:24
"LOS MOLINOS
1101","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 18:05,"LOS MOLINOS,
RED BLUFF",10/30/2019 08:48
"LOS MOLINOS
1102",NON-HFTD,10/26/2019 18:05,"LOS MOLINOS,
VINA, TEHAMA",10/28/2019 12:59
LOW GAP 1101*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 21:18,"BRIDGEVILLE,
MAD RIVER,
RUTH, ZENIA",10/30/2019 18:30
LOYOLA 1102*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:52,"LOS ALTOS
HILLS",10/30/2019 16:07
LUCERNE 1103,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 19:21,"NICE, UPPER
LAKE,
LAKEPORT",10/30/2019 16:10
LUCERNE 1106,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 19:21,"LUCERNE,
KELSEYVILLE,
GLENHAVEN",10/30/2019 17:03
MADISON 2101*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:38,"ESPARTO,
GUINDA, CAPAY,
BROOKS,
RUMSEY",10/30/2019 16:05
"MAPLE CREEK
1101","TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 22:16,"KNEELAND,
KORBEL",10/29/2019 14:25
MARTELL 1101,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:41,"SUTTER CREEK,
VOLCANO",10/30/2019 15:49
MARTELL 1102,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:41,"JACKSON,
MARTELL,
SUTTER CREEK",10/28/2019 17:50
MARTELL 1103,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:41,"JACKSON,
MARTELL, IONE,
SUTTER CREEK",10/28/2019 16:10
MAXWELL 1105*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:23,"SITES,
MAXWELL",10/28/2019 17:35
MC KEE 1103*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:14,SAN JOSE,10/28/2019 10:46
MC KEE 1108*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:20,SAN JOSE,10/28/2019 09:28
MC KEE 1111*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:25,SAN JOSE,10/28/2019 12:48
"MEADOW LANE
2106*","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 23:33,LAFAYETTE,10/29/2019 12:31
"MENDOCINO
1101","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:44,"REDWOOD
VALLEY,
WILLITS",10/30/2019 14:33
MENLO 1102*,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:37,"PORTOLA
VALLEY,
WOODSIDE,
REDWOOD CITY,
LA HONDA",10/29/2019 14:40
MENLO 1103*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 21:07,"LA HONDA, LOS
GATOS",10/30/2019 14:50
"MIDDLETOWN
1101","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:53,"MIDDLETOWN,
COBB,
KELSEYVILLE,
CALISTOGA,
LOCH LOMOND",11/5/19 17:30
"MIDDLETOWN
1102","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:53,"HIDDEN VALLEY
LAKE,
MIDDLETOWN",10/30/2019 19:02
"MIDDLETOWN
1103","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 17:53,MIDDLETOWN,10/30/2019 19:28
MILPITAS 1105*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:22,MILPITAS,10/28/2019 12:40
MILPITAS 1108*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 21:30,SAN JOSE,10/28/2019 08:57
MILPITAS 1109*,"TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 20:11,"MILPITAS, SAN
JOSE, SUNOL",10/28/2019 16:37
MIRABEL 1101,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 19:50,"FORESTVILLE,
SEBASTOPOL,
GUERNEVILLE",10/31/2019 17:18
MIRABEL 1102,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 19:50,"FORESTVILLE,
GUERNEVILLE,
SANTA ROSA,
SEBASTOPOL,
HEALDSBURG",10/31/2019 12:26
MIWUK SUB 1701,"TIER 3, TIER 2",10/27/2019 00:16,"MI WUK
VILLAGE, TWAIN
HARTE, LONG
BARN,
TUOLUMNE",10/30/2019 16:08
"MIWUK SUB
1702","TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/27/2019 00:16,"TWAIN HARTE,
SONORA",10/30/2019 13:22
MOLINO 1101,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 19:50,SEBASTOPOL,10/31/2019 19:35
MOLINO 1102,"TIER 3, TIER 2,
PARTIALLY
OUTSIDE HFTD",10/26/2019 19:50,"SEBASTOPOL,
OCCIDENTAL,
GRATON,
BODEGA,
VALLEY FORD,
FORESTVILLE",11/1/19 15:50
